ticker,price,volume,exchange,timestamp
GOOGL,222.14,5175,NASDAQ,2026-03-17 13:25:56
NFLX,207.35,29931,NYSE,2026-03-17 13:44:01
META,175.37,9199,NASDAQ,2026-03-17 13:34:50
JPM,199.02,3717,NYSE,2026-03-17 07:10:34
V,483.14,34895,NYSE,2026-03-17 13:37:01
META,246.38,67133,NYSE,2026-03-17 13:32:54
TSLA,69.97,57254,NYSE,2026-03-17 13:26:13
AMZN,213.9,9271,NASDAQ,2026-03-17 13:30:22
GOOGL,373.89,39463,NASDAQ,2026-03-17 13:40:09
TSLA,299.49,25244,NASDAQ,2026-03-17 13:38:37
MSFT,326.98,39546,NASDAQ,2026-03-17 13:49:36
TSLA,144.58,76119,NASDAQ,2026-03-17 13:36:47
AMZN,280.03,96563,NYSE,2026-03-17 13:41:23
V,200.83,98553,NYSE,2026-03-17 13:43:06
AMZN,116.31,6157,NYSE,2026-03-16 22:57:20
GOOGL,254.94,82644,NYSE,2026-03-17 13:38:29
NVDA,159.79,86090,NYSE,2026-03-16 17:06:15
GOOGL,400.29,28783,NYSE,2026-03-16 20:58:04
NFLX,72.6,32762,NYSE,2026-03-17 13:26:22
JPM,494.55,78147,NASDAQ,2026-03-16 16:22:36
V,416.75,66262,NASDAQ,2026-03-17 00:26:40
MSFT,384.64,62316,NASDAQ,2026-03-17 13:42:27
TSLA,394.62,68427,NASDAQ,2026-03-17 13:41:39
GOOGL,371.1,30835,NASDAQ,2026-03-17 13:23:43
GOOGL,112.27,30411,NASDAQ,2026-03-17 13:29:08
GOOGL,236.69,43469,NASDAQ,2026-03-17 13:43:37
NVDA,225.26,76656,NYSE,2026-03-16 19:19:53
NVDA,264.64,46205,NASDAQ,2026-03-17 13:24:52
NVDA,292.2,96389,NYSE,2026-03-17 13:41:42
NFLX,63.06,44157,NASDAQ,2026-03-17 13:25:14
MSFT,491.32,70108,NYSE,2026-03-16 23:24:38
AAPL,87.78,56279,NYSE,2026-03-17 09:02:33
TSLA,220.6,27842,NASDAQ,2026-03-17 13:27:32
NVDA,175.22,55355,NASDAQ,2026-03-17 02:15:57
JPM,73.44,45970,NYSE,2026-03-17 13:26:57
AAPL,389.4,32511,NYSE,2026-03-16 22:43:09
AMZN,106.8,87847,NYSE,2026-03-17 13:43:18
TSLA,395.1,22092,NYSE,2026-03-17 13:44:52
TSLA,98.64,3465,NASDAQ,2026-03-17 13:23:17
NVDA,228.49,93818,NYSE,2026-03-17 13:29:35
AMZN,95.86,39629,NYSE,2026-03-17 13:33:12
AAPL,206.24,56248,NASDAQ,2026-03-17 13:30:50
AAPL,432.31,64351,NYSE,2026-03-17 13:39:07
NFLX,368.29,57180,NYSE,2026-03-17 13:21:37
TSLA,327.16,70639,NASDAQ,2026-03-17 13:25:40
V,170.78,32277,NYSE,2026-03-17 13:36:32
NFLX,306.43,87680,NASDAQ,2026-03-17 13:35:17
META,131.83,27902,NASDAQ,2026-03-17 13:39:45
V,365.53,36311,NYSE,2026-03-17 13:44:04
AMZN,374.03,64138,NYSE,2026-03-17 13:30:53
NFLX,251.68,2360,NYSE,2026-03-17 13:37:53
AMZN,187.79,76325,NASDAQ,2026-03-17 13:34:13
NVDA,498.48,72240,NASDAQ,2026-03-17 13:36:27
TSLA,163.13,15914,NYSE,2026-03-17 13:28:04
MSFT,136.19,96910,NASDAQ,2026-03-17 13:32:31
JPM,318.56,13276,NYSE,2026-03-17 13:39:09
TSLA,56.37,70110,NYSE,2026-03-17 13:21:22
JPM,181.46,16651,NASDAQ,2026-03-17 13:49:15
TSLA,261.23,57833,NASDAQ,2026-03-17 13:48:07
NFLX,101.34,8664,NASDAQ,2026-03-17 13:32:53
AAPL,118.28,73872,NASDAQ,2026-03-17 13:42:25
JPM,394.0,79571,NYSE,2026-03-17 13:38:35
NFLX,183.81,77239,NASDAQ,2026-03-17 13:31:36
V,482.05,13106,NYSE,2026-03-17 13:41:56
GOOGL,120.68,22882,NYSE,2026-03-17 13:37:46
V,261.46,4378,NYSE,2026-03-17 13:41:25
NFLX,82.03,30695,NASDAQ,2026-03-17 13:31:29
AMZN,241.31,71476,NYSE,2026-03-17 13:23:16
MSFT,82.13,21847,NASDAQ,2026-03-17 13:25:43
TSLA,247.62,61533,NASDAQ,2026-03-17 13:22:17
JPM,292.99,57477,NYSE,2026-03-17 13:23:49
META,321.67,3490,NYSE,2026-03-17 13:30:04
V,314.21,2819,NASDAQ,2026-03-17 13:27:29
MSFT,261.73,85494,NASDAQ,2026-03-17 09:02:54
V,246.15,64551,NYSE,2026-03-17 13:37:46
META,351.56,21179,NASDAQ,2026-03-17 13:35:15
NVDA,416.1,72202,NYSE,2026-03-17 13:40:30
META,102.16,53076,NYSE,2026-03-17 13:33:53
NVDA,74.39,68052,NASDAQ,2026-03-17 13:35:09
NFLX,392.0,26780,NASDAQ,2026-03-17 13:22:43
NFLX,446.38,63632,NYSE,2026-03-17 13:31:21
AMZN,369.4,40830,NYSE,2026-03-17 13:46:55
GOOGL,257.65,15496,NYSE,2026-03-17 13:28:50
JPM,367.44,54559,NASDAQ,2026-03-17 07:35:12
JPM,115.09,25083,NYSE,2026-03-17 06:49:23
NVDA,202.94,66650,NASDAQ,2026-03-17 06:40:06
TSLA,426.86,76111,NASDAQ,2026-03-17 02:49:26
NFLX,205.31,72440,NASDAQ,2026-03-17 13:40:17
AMZN,491.35,31400,NASDAQ,2026-03-17 13:27:07
AAPL,193.18,62093,NASDAQ,2026-03-17 13:30:22
MSFT,272.9,4952,NYSE,2026-03-17 13:32:30
GOOGL,443.39,57811,NYSE,2026-03-17 13:36:22
MSFT,234.49,85923,NYSE,2026-03-17 13:26:57
TSLA,202.35,90894,NASDAQ,2026-03-17 13:24:55
JPM,221.0,41605,NASDAQ,2026-03-17 12:28:02
GOOGL,155.65,89805,NASDAQ,2026-03-16 19:46:25
NVDA,490.25,99763,NYSE,2026-03-17 13:29:29
AAPL,70.7,7455,NASDAQ,2026-03-17 13:37:07
AMZN,289.02,74277,NYSE,2026-03-17 13:47:19
NVDA,328.87,31666,NASDAQ,2026-03-17 09:56:58
NFLX,337.06,60336,NASDAQ,2026-03-17 13:23:33
NFLX,455.54,88915,NYSE,2026-03-17 13:22:12
V,184.62,55715,NASDAQ,2026-03-17 13:40:51
NVDA,434.0,14079,NYSE,2026-03-17 13:39:12
TSLA,496.71,38796,NYSE,2026-03-16 21:51:10
TSLA,53.64,89989,NYSE,2026-03-16 19:48:40
TSLA,399.08,30262,NASDAQ,2026-03-17 13:44:06
TSLA,354.99,94593,NYSE,2026-03-17 13:23:25
AAPL,189.02,57879,NYSE,2026-03-17 13:28:22
GOOGL,459.33,42923,NASDAQ,2026-03-17 13:45:47
JPM,444.41,48053,NASDAQ,2026-03-17 07:16:33
NFLX,485.32,38784,NASDAQ,2026-03-17 02:18:44
GOOGL,113.34,29671,NASDAQ,2026-03-16 18:24:57
META,90.64,51817,NYSE,2026-03-17 13:46:02
META,352.77,88225,NASDAQ,2026-03-17 13:25:46
META,98.76,30747,NASDAQ,2026-03-17 13:23:58
JPM,197.6,80064,NYSE,2026-03-17 13:31:11
NFLX,459.22,39708,NASDAQ,2026-03-17 13:48:18
AAPL,186.96,64669,NYSE,2026-03-17 13:23:53
MSFT,224.89,48729,NASDAQ,2026-03-17 13:28:32
NVDA,344.71,64239,NASDAQ,2026-03-17 06:44:28
META,147.77,58387,NYSE,2026-03-17 10:58:37
META,295.01,84618,NASDAQ,2026-03-17 13:41:37
GOOGL,477.05,59700,NYSE,2026-03-17 13:31:00
V,486.99,6729,NASDAQ,2026-03-17 13:45:58
V,142.34,72741,NYSE,2026-03-17 13:26:02
AMZN,197.85,19440,NYSE,2026-03-17 13:21:05
MSFT,293.1,22971,NYSE,2026-03-17 13:48:52
AAPL,211.21,31286,NASDAQ,2026-03-17 13:41:55
MSFT,383.77,69055,NYSE,2026-03-17 13:35:48
META,280.96,14393,NASDAQ,2026-03-17 13:22:12
AAPL,377.26,86463,NASDAQ,2026-03-17 13:21:39
AAPL,499.36,52740,NASDAQ,2026-03-17 13:35:24
NFLX,83.07,10689,NASDAQ,2026-03-17 13:47:42
TSLA,330.94,76824,NASDAQ,2026-03-17 13:32:17
TSLA,254.17,79454,NASDAQ,2026-03-17 13:29:16
JPM,374.38,28283,NASDAQ,2026-03-17 13:42:59
META,422.34,52362,NASDAQ,2026-03-17 13:40:33
META,349.3,49160,NYSE,2026-03-17 13:35:52
GOOGL,424.3,12319,NASDAQ,2026-03-17 13:28:11
MSFT,300.37,76969,NASDAQ,2026-03-17 13:37:42
NVDA,440.64,94610,NYSE,2026-03-16 23:12:38
META,96.62,66607,NYSE,2026-03-17 13:35:38
GOOGL,207.55,73010,NASDAQ,2026-03-17 13:41:32
AMZN,413.25,73626,NYSE,2026-03-17 13:30:32
TSLA,63.03,35918,NASDAQ,2026-03-17 05:04:01
MSFT,441.44,74328,NASDAQ,2026-03-17 13:28:07
AAPL,91.29,69631,NYSE,2026-03-17 13:36:27
MSFT,216.52,94681,NASDAQ,2026-03-17 13:33:09
GOOGL,447.5,20492,NYSE,2026-03-17 13:48:10
GOOGL,172.45,86861,NASDAQ,2026-03-17 13:36:48
TSLA,147.01,67254,NYSE,2026-03-17 13:46:24
V,268.98,87542,NASDAQ,2026-03-17 13:38:09
V,74.65,26894,NASDAQ,2026-03-16 19:17:25
TSLA,180.25,15826,NYSE,2026-03-17 13:37:07
MSFT,221.09,92331,NYSE,2026-03-17 13:25:27
META,82.43,97360,NYSE,2026-03-17 13:36:17
GOOGL,437.95,75565,NASDAQ,2026-03-17 13:29:02
NVDA,180.28,53188,NYSE,2026-03-17 09:16:27
V,257.04,90488,NASDAQ,2026-03-17 13:25:07
AMZN,246.05,52587,NYSE,2026-03-17 13:40:37
META,149.71,22137,NYSE,2026-03-17 13:46:18
JPM,137.26,45893,NASDAQ,2026-03-17 13:25:52
MSFT,156.32,19294,NASDAQ,2026-03-17 13:32:09
GOOGL,129.72,82406,NASDAQ,2026-03-17 13:33:16
V,252.01,74089,NASDAQ,2026-03-16 22:34:52
MSFT,247.89,61562,NASDAQ,2026-03-17 13:26:31
V,75.28,66597,NYSE,2026-03-17 13:36:30
AAPL,215.93,37727,NYSE,2026-03-17 13:21:16
GOOGL,326.75,66562,NASDAQ,2026-03-17 13:33:32
AAPL,252.38,75028,NYSE,2026-03-17 13:35:49
MSFT,480.98,59150,NYSE,2026-03-16 17:38:45
GOOGL,277.05,22717,NYSE,2026-03-17 13:36:55
NFLX,285.83,80028,NYSE,2026-03-17 13:23:00
NVDA,233.95,44450,NYSE,2026-03-17 13:30:50
GOOGL,198.36,73233,NASDAQ,2026-03-17 13:28:37
V,442.98,43794,NYSE,2026-03-17 13:45:31
META,189.6,86090,NASDAQ,2026-03-17 13:29:03
GOOGL,189.31,49472,NASDAQ,2026-03-16 21:34:25
JPM,92.05,87978,NASDAQ,2026-03-17 13:49:05
TSLA,131.12,28174,NASDAQ,2026-03-17 01:53:27
AMZN,499.99,20408,NYSE,2026-03-17 13:26:45
JPM,396.89,96915,NYSE,2026-03-17 13:24:12
V,108.97,49477,NYSE,2026-03-17 13:25:30
V,414.07,21797,NASDAQ,2026-03-17 13:39:03
AMZN,486.31,80131,NASDAQ,2026-03-17 13:26:53
AMZN,290.31,40662,NASDAQ,2026-03-17 08:45:15
V,493.0,60613,NASDAQ,2026-03-17 13:35:02
NVDA,484.82,26274,NYSE,2026-03-17 12:05:06
NFLX,443.35,72784,NYSE,2026-03-17 13:34:39
GOOGL,178.28,21112,NASDAQ,2026-03-17 13:34:44
NVDA,91.27,29202,NASDAQ,2026-03-16 15:27:35
NVDA,73.97,65899,NASDAQ,2026-03-17 13:20:46
META,151.04,41870,NYSE,2026-03-16 22:02:49
MSFT,111.92,37701,NASDAQ,2026-03-17 13:45:35
NFLX,251.87,788,NYSE,2026-03-17 13:43:22
MSFT,296.96,95420,NASDAQ,2026-03-17 13:41:15
TSLA,104.83,31352,NASDAQ,2026-03-17 13:31:33
GOOGL,99.89,65613,NYSE,2026-03-17 13:32:56
MSFT,181.07,305,NASDAQ,2026-03-17 13:37:32
GOOGL,285.57,47365,NYSE,2026-03-17 00:32:00
JPM,299.37,51277,NASDAQ,2026-03-17 13:38:24
META,164.14,2228,NASDAQ,2026-03-17 13:39:37
GOOGL,397.18,96462,NASDAQ,2026-03-17 13:39:24
META,416.08,23049,NASDAQ,2026-03-17 02:04:22
MSFT,415.17,8370,NASDAQ,2026-03-17 13:43:46
AMZN,448.61,41465,NASDAQ,2026-03-17 13:20:56
JPM,263.03,4899,NYSE,2026-03-17 13:24:37
AAPL,439.61,43606,NASDAQ,2026-03-17 13:38:56
NVDA,384.49,50778,NASDAQ,2026-03-17 01:39:28
NFLX,215.31,68162,NASDAQ,2026-03-16 20:14:09
GOOGL,243.77,23752,NASDAQ,2026-03-17 13:47:17
TSLA,187.92,79086,NASDAQ,2026-03-17 13:36:44
NFLX,69.06,46310,NASDAQ,2026-03-17 13:21:12
AAPL,83.77,83660,NASDAQ,2026-03-17 13:26:23
MSFT,478.76,18814,NASDAQ,2026-03-17 13:47:40
META,212.97,74449,NYSE,2026-03-17 13:29:55
META,217.41,10177,NYSE,2026-03-17 13:38:04
TSLA,162.33,14969,NYSE,2026-03-17 13:35:08
NVDA,461.09,15535,NASDAQ,2026-03-17 13:29:12
AMZN,498.36,37531,NASDAQ,2026-03-17 13:45:41
GOOGL,253.42,93602,NASDAQ,2026-03-16 18:16:36
META,350.53,93100,NYSE,2026-03-17 13:41:12
TSLA,433.11,93398,NYSE,2026-03-17 13:34:52
GOOGL,493.31,18302,NYSE,2026-03-17 13:48:51
JPM,307.52,61363,NYSE,2026-03-17 13:47:07
TSLA,229.17,94069,NASDAQ,2026-03-17 13:27:18
V,83.19,41653,NYSE,2026-03-17 13:29:53
META,107.75,72360,NYSE,2026-03-17 13:45:52
JPM,459.82,7363,NYSE,2026-03-17 13:40:48
MSFT,195.2,93073,NYSE,2026-03-17 13:22:20
TSLA,430.67,32947,NYSE,2026-03-17 13:33:38
MSFT,331.26,80634,NYSE,2026-03-17 13:44:43
V,119.39,86441,NASDAQ,2026-03-17 00:04:29
AAPL,86.55,84176,NASDAQ,2026-03-17 13:27:22
NVDA,328.15,4069,NASDAQ,2026-03-17 00:29:54
TSLA,267.33,89883,NASDAQ,2026-03-17 13:47:30
AAPL,121.14,54576,NASDAQ,2026-03-17 13:39:45
MSFT,190.66,94257,NASDAQ,2026-03-17 13:24:39
NVDA,108.84,48667,NYSE,2026-03-17 13:36:05
TSLA,252.32,18565,NYSE,2026-03-17 13:22:12
V,238.16,21032,NASDAQ,2026-03-16 20:22:33
AMZN,393.4,65408,NASDAQ,2026-03-17 13:40:40
AAPL,90.52,51643,NASDAQ,2026-03-17 08:15:28
META,71.9,36977,NASDAQ,2026-03-17 13:25:10
NFLX,178.59,1171,NYSE,2026-03-17 13:24:01
META,393.74,48064,NYSE,2026-03-17 13:33:04
AMZN,213.14,37927,NYSE,2026-03-17 13:36:33
JPM,175.87,81789,NYSE,2026-03-17 13:46:49
META,407.7,44544,NASDAQ,2026-03-17 13:43:50
JPM,230.62,5376,NYSE,2026-03-17 13:28:55
NFLX,283.7,19621,NYSE,2026-03-17 13:31:50
MSFT,226.83,80905,NASDAQ,2026-03-17 13:34:54
JPM,289.55,92995,NASDAQ,2026-03-17 13:49:08
META,353.21,54696,NASDAQ,2026-03-17 13:28:35
AAPL,318.61,34903,NYSE,2026-03-17 13:32:41
MSFT,285.9,94626,NASDAQ,2026-03-17 13:29:52
AAPL,307.66,91918,NYSE,2026-03-17 13:36:49
NVDA,118.14,90605,NYSE,2026-03-17 13:27:08
NFLX,442.77,96547,NYSE,2026-03-17 13:34:34
JPM,196.27,86899,NASDAQ,2026-03-17 13:40:31
MSFT,256.85,69978,NASDAQ,2026-03-17 13:30:01
TSLA,324.53,25300,NYSE,2026-03-17 13:40:57
TSLA,397.03,92492,NYSE,2026-03-17 13:35:26
NFLX,206.96,94689,NASDAQ,2026-03-17 13:32:59
JPM,220.86,51812,NASDAQ,2026-03-16 18:24:55
TSLA,68.93,93703,NYSE,2026-03-17 13:36:47
TSLA,386.3,28147,NYSE,2026-03-17 06:56:35
JPM,363.28,18092,NYSE,2026-03-17 13:32:36
AMZN,72.84,69704,NYSE,2026-03-17 13:48:05
NVDA,198.63,62018,NYSE,2026-03-17 13:45:38
JPM,490.06,20801,NASDAQ,2026-03-17 13:24:04
NFLX,264.85,26243,NASDAQ,2026-03-17 13:30:53
GOOGL,343.53,30537,NYSE,2026-03-17 09:11:57
MSFT,470.27,4863,NASDAQ,2026-03-17 13:44:13
TSLA,444.53,1314,NASDAQ,2026-03-17 13:46:30
META,178.05,84158,NASDAQ,2026-03-17 10:09:32
JPM,260.61,25372,NYSE,2026-03-17 13:28:25
TSLA,373.37,1946,NASDAQ,2026-03-17 13:33:09
AMZN,128.97,83819,NASDAQ,2026-03-17 01:12:35
GOOGL,230.37,12602,NYSE,2026-03-17 02:05:53
AMZN,53.07,50375,NYSE,2026-03-17 13:41:52
META,185.88,94849,NYSE,2026-03-17 13:39:11
AMZN,77.96,15595,NASDAQ,2026-03-17 13:37:51
JPM,465.4,92316,NASDAQ,2026-03-17 13:31:05
TSLA,215.39,29047,NYSE,2026-03-17 02:04:51
NFLX,386.48,79495,NASDAQ,2026-03-17 13:33:41
NFLX,390.81,87144,NYSE,2026-03-17 13:29:53
V,442.91,10830,NASDAQ,2026-03-17 13:39:07
V,100.49,71881,NYSE,2026-03-17 13:45:16
META,434.52,58012,NYSE,2026-03-17 13:28:49
NFLX,90.92,66995,NASDAQ,2026-03-17 02:39:44
JPM,236.94,74012,NYSE,2026-03-17 13:30:06
TSLA,375.48,51997,NASDAQ,2026-03-16 19:47:46
V,82.86,55634,NASDAQ,2026-03-17 13:33:55
AAPL,470.56,9146,NASDAQ,2026-03-17 13:37:45
MSFT,394.62,95689,NASDAQ,2026-03-17 13:23:46
NFLX,441.33,49579,NASDAQ,2026-03-17 13:21:39
JPM,109.85,45682,NYSE,2026-03-17 13:34:02
JPM,107.31,29288,NYSE,2026-03-17 13:21:14
NFLX,353.07,71461,NASDAQ,2026-03-17 13:25:44
AMZN,257.28,20432,NASDAQ,2026-03-17 13:24:14
GOOGL,64.5,86633,NASDAQ,2026-03-17 13:22:28
AAPL,158.3,8919,NYSE,2026-03-17 13:36:40
AAPL,160.13,5898,NASDAQ,2026-03-17 13:33:58
AAPL,113.06,38014,NYSE,2026-03-16 20:07:54
META,309.86,88250,NASDAQ,2026-03-17 13:24:12
JPM,149.47,39487,NASDAQ,2026-03-17 13:22:06
MSFT,331.7,56094,NASDAQ,2026-03-17 13:39:37
NVDA,403.61,41877,NASDAQ,2026-03-17 13:40:55
MSFT,389.49,62165,NYSE,2026-03-17 06:14:53
MSFT,412.6,7652,NASDAQ,2026-03-17 00:13:24
MSFT,224.79,33522,NYSE,2026-03-17 13:47:19
NFLX,431.21,12219,NYSE,2026-03-17 13:38:41
V,321.31,9639,NYSE,2026-03-16 23:30:42
JPM,147.66,27479,NASDAQ,2026-03-17 13:23:15
AMZN,471.72,97286,NYSE,2026-03-17 13:27:44
AMZN,363.03,92344,NYSE,2026-03-17 13:42:40
META,398.98,49994,NASDAQ,2026-03-17 13:39:12
TSLA,211.84,65279,NASDAQ,2026-03-17 13:21:09
NFLX,392.73,42073,NYSE,2026-03-17 13:37:37
V,438.84,97257,NYSE,2026-03-17 13:33:34
V,310.61,54832,NASDAQ,2026-03-17 13:40:03
NVDA,306.41,32308,NASDAQ,2026-03-17 13:22:15
META,165.8,64144,NASDAQ,2026-03-17 13:28:22
META,126.17,94512,NASDAQ,2026-03-17 13:23:49
AAPL,285.77,9842,NYSE,2026-03-17 13:37:39
AMZN,80.59,19895,NYSE,2026-03-17 13:36:23
AAPL,328.03,87492,NASDAQ,2026-03-17 13:49:09
JPM,298.24,1653,NYSE,2026-03-17 13:41:39
TSLA,57.71,91569,NASDAQ,2026-03-16 15:56:45
GOOGL,463.12,68832,NYSE,2026-03-17 13:31:38
TSLA,416.85,35138,NASDAQ,2026-03-17 13:21:48
NFLX,304.25,91488,NYSE,2026-03-17 13:25:36
GOOGL,344.18,85282,NYSE,2026-03-17 13:38:37
JPM,264.2,83559,NYSE,2026-03-17 13:47:13
NVDA,340.21,43520,NYSE,2026-03-16 15:43:32
AMZN,145.14,90839,NASDAQ,2026-03-17 13:22:49
TSLA,454.69,73960,NYSE,2026-03-17 13:24:57
AAPL,482.66,77043,NYSE,2026-03-17 13:28:57
NVDA,467.99,39326,NYSE,2026-03-17 13:33:11
NVDA,354.67,70952,NASDAQ,2026-03-17 13:28:10
GOOGL,275.36,45432,NYSE,2026-03-17 13:42:53
GOOGL,203.27,80560,NASDAQ,2026-03-17 05:38:45
TSLA,402.6,59154,NASDAQ,2026-03-17 13:33:34
NVDA,244.33,89188,NASDAQ,2026-03-17 13:31:40
AMZN,370.9,10852,NASDAQ,2026-03-17 13:28:58
MSFT,382.84,41607,NASDAQ,2026-03-17 13:49:28
TSLA,250.13,99891,NASDAQ,2026-03-17 13:47:05
NVDA,251.98,72810,NASDAQ,2026-03-17 13:47:01
JPM,91.88,78486,NASDAQ,2026-03-17 13:01:14
NVDA,224.51,11201,NYSE,2026-03-17 13:44:42
NVDA,126.28,35347,NASDAQ,2026-03-17 13:45:23
MSFT,245.6,55294,NASDAQ,2026-03-17 13:47:23
TSLA,474.9,94589,NASDAQ,2026-03-17 13:43:57
GOOGL,110.97,987,NASDAQ,2026-03-17 13:31:38
META,248.1,56541,NYSE,2026-03-17 13:32:07
AMZN,265.55,23383,NASDAQ,2026-03-17 06:27:58
NFLX,485.49,31875,NASDAQ,2026-03-17 13:25:56
NVDA,214.26,74005,NYSE,2026-03-17 13:33:47
JPM,62.11,95417,NASDAQ,2026-03-17 08:23:13
TSLA,424.08,9164,NASDAQ,2026-03-17 13:45:35
TSLA,158.91,86432,NYSE,2026-03-17 13:26:44
GOOGL,252.08,78472,NASDAQ,2026-03-17 13:34:07
NVDA,294.64,47224,NYSE,2026-03-17 13:42:25
META,124.85,80404,NYSE,2026-03-17 13:30:54
NVDA,485.07,43563,NASDAQ,2026-03-17 13:46:45
AMZN,279.8,68099,NYSE,2026-03-17 13:38:16
V,360.7,19858,NASDAQ,2026-03-17 01:58:23
TSLA,237.19,11353,NYSE,2026-03-16 20:09:50
META,190.35,59781,NYSE,2026-03-17 13:39:31
GOOGL,247.17,91426,NASDAQ,2026-03-17 13:40:54
GOOGL,60.16,45067,NYSE,2026-03-17 13:44:51
AMZN,282.2,72439,NYSE,2026-03-17 13:37:15
NFLX,154.33,53190,NYSE,2026-03-17 13:30:33
NVDA,63.14,80592,NYSE,2026-03-17 13:37:09
AAPL,367.13,27072,NASDAQ,2026-03-17 13:26:10
GOOGL,309.81,70471,NYSE,2026-03-17 13:43:54
GOOGL,168.06,64257,NASDAQ,2026-03-17 13:31:53
V,101.4,46235,NASDAQ,2026-03-17 13:26:01
TSLA,463.41,77454,NYSE,2026-03-17 13:40:32
AMZN,187.42,24092,NASDAQ,2026-03-17 13:34:48
NVDA,318.39,75440,NASDAQ,2026-03-17 13:35:30
JPM,362.04,84675,NYSE,2026-03-17 13:35:25
MSFT,134.19,59213,NYSE,2026-03-16 14:57:28
NFLX,111.44,50424,NASDAQ,2026-03-17 13:35:21
NFLX,269.91,10935,NYSE,2026-03-17 13:43:13
AAPL,173.68,70565,NASDAQ,2026-03-17 13:36:21
NFLX,297.38,14938,NYSE,2026-03-17 13:33:52
META,293.92,99293,NYSE,2026-03-17 13:36:49
AMZN,495.4,13523,NYSE,2026-03-17 13:20:38
NFLX,168.27,11501,NASDAQ,2026-03-17 10:33:13
AMZN,144.45,96780,NASDAQ,2026-03-16 22:58:45
NVDA,124.69,18349,NYSE,2026-03-16 18:23:45
V,207.87,36942,NYSE,2026-03-17 13:29:12
TSLA,307.73,67525,NYSE,2026-03-17 13:27:52
NVDA,463.45,36449,NYSE,2026-03-17 13:45:46
